iter	Logloss
0	0.4911115725
1	0.3538690438
2	0.2611017689
3	0.1991089972
4	0.1568248696
5	0.1278270039
6	0.1075832556
7	0.09329468738
8	0.08305793852
9	0.075697343
10	0.07029556438
11	0.06630857352
12	0.06329278396
13	0.06100731538
14	0.05919667642
15	0.05786373055
16	0.05679725519
17	0.05589656645
18	0.05520748545
19	0.05469711358
20	0.05429500442
21	0.05389597074
22	0.05360308136
23	0.05332612383
24	0.05307286178
25	0.05287439248
26	0.05270799504
27	0.05258108097
28	0.05235902318
29	0.05221961263
30	0.05211357338
31	0.05203789998
32	0.05185453579
33	0.05179248131
34	0.05172227999
35	0.05165961663
36	0.05159308216
37	0.05151074228
38	0.05143051109
39	0.05133016373
40	0.05123998048
41	0.05113495667
42	0.05107282048
43	0.05095845154
44	0.05088303881
45	0.05073478695
46	0.05063722718
47	0.0504879132
48	0.05044824502
49	0.05032542577
50	0.05022769093
51	0.05010117176
52	0.05000666998
53	0.04991455312
54	0.04988939673
55	0.04980169177
56	0.04967460263
57	0.04959634006
58	0.04946274784
59	0.04937944894
60	0.04928000225
61	0.04918286656
62	0.04911461441
63	0.04902867575
64	0.04896917737
65	0.0488913272
66	0.04876685446
67	0.04874156191
68	0.04862745947
69	0.04858071436
70	0.04849425242
71	0.04842650994
72	0.04833292633
73	0.04822756599
74	0.04820462333
75	0.04808578608
76	0.04794755826
77	0.04789309232
78	0.04779608307
79	0.04772708393
80	0.04767349726
81	0.04761746342
82	0.04757488509
83	0.04737650527
84	0.04726374119
85	0.04721597091
86	0.04716681753
87	0.04708801612
88	0.04702882509
89	0.04697853372
90	0.04690015444
91	0.04683428331
92	0.04677229108
93	0.04674600448
94	0.046658389
95	0.04663392708
96	0.04656813766
97	0.04652290014
98	0.04647243953
99	0.04641767596
100	0.04638674404
101	0.0463128817
102	0.04620531346
103	0.0461614279
104	0.04607584718
105	0.04604773203
106	0.04595033761
107	0.04589603313
108	0.04577302714
109	0.04573729621
110	0.04564785799
111	0.04562097615
112	0.0455699553
113	0.04551326007
114	0.04543083459
115	0.04538327635
116	0.04531163941
117	0.0452917703
118	0.04516458779
119	0.04513165223
120	0.04506187303
121	0.04500035544
122	0.0449529392
123	0.04492116886
124	0.04485715937
125	0.04482620605
126	0.04479075135
127	0.04474973508
128	0.04474120697
129	0.04472273847
130	0.04468509921
131	0.04467720137
132	0.04461020198
133	0.04457866702
134	0.04448803246
135	0.0444531166
136	0.04443735982
137	0.04436137322
138	0.04429603121
139	0.04427604734
140	0.04420445514
141	0.04409213069
142	0.04397054475
143	0.04393766754
144	0.0439279567
145	0.0438522191
146	0.04383893283
147	0.04377810193
148	0.04372975195
149	0.04362654504
150	0.04352979451
151	0.04351934057
152	0.04350197115
153	0.04342077509
154	0.04333474112
155	0.04331282363
156	0.04327957877
157	0.04322445338
158	0.04311485232
159	0.04308245171
160	0.04305088368
161	0.04299904193
162	0.0429499897
163	0.04291359543
164	0.04282794663
165	0.0427479761
166	0.04269780145
167	0.04265774421
168	0.04265165353
169	0.04255325924
170	0.0424952704
171	0.04241840259
172	0.04237409297
173	0.04236131831
174	0.04228387859
175	0.04223616861
176	0.04220746987
177	0.04219355527
178	0.0421719004
179	0.04215803443
180	0.04206518225
181	0.04201550754
182	0.04199204744
183	0.04195160114
184	0.04188037077
185	0.04183205581
186	0.0417562618
187	0.04173338918
188	0.04167473116
189	0.0416378953
190	0.04151535812
191	0.04139392975
192	0.04133808266
193	0.04131505831
194	0.04129757801
195	0.04122848161
196	0.04121784481
197	0.04117928932
198	0.04105732795
199	0.04101389175
200	0.04092412284
201	0.04086936122
202	0.04080055466
203	0.04079493085
204	0.04074794647
205	0.0407044772
206	0.04063047091
207	0.04057893067
208	0.04052139508
209	0.04047514017
210	0.04046017318
211	0.04040161825
212	0.04028979568
213	0.04021977527
214	0.04019286425
215	0.04006393487
216	0.04000510761
217	0.03999970945
218	0.03997872959
219	0.03991696301
220	0.03988195961
221	0.0398469212
222	0.03978297006
223	0.03975495606
224	0.03970412196
225	0.03966807201
226	0.03962964686
227	0.03956410254
228	0.03953679857
229	0.03949295386
230	0.03944134943
231	0.03941407075
232	0.03933063762
233	0.03932718474
234	0.03931853019
235	0.03928237907
236	0.0392361728
237	0.0391920577
238	0.03914206591
239	0.03910969059
240	0.03910162934
241	0.0389783335
242	0.03892808882
243	0.03890205123
244	0.03889495873
245	0.03884668851
246	0.03883042596
247	0.03877578883
248	0.03875182685
249	0.03870850543
250	0.03869158343
251	0.03866467824
252	0.03859359375
253	0.03853204699
254	0.0385260847
255	0.03847714725
256	0.0384062145
257	0.03838140244
258	0.03832889928
259	0.038269504
260	0.03819723873
261	0.03816083473
262	0.03812006163
263	0.03808399027
264	0.03803186645
265	0.03801235917
266	0.03797821948
267	0.03794734007
268	0.03790762521
269	0.03788603452
270	0.03784138448
271	0.03782295488
272	0.0377876558
273	0.03776917757
274	0.03771506761
275	0.03767725717
276	0.0376475002
277	0.03757958458
278	0.03753171315
279	0.03749630319
280	0.03746471959
281	0.03737448382
282	0.03733040568
283	0.03727053186
284	0.03724852099
285	0.03719823936
286	0.03715798175
287	0.03712448206
288	0.03708040587
289	0.0370127159
290	0.03698079967
291	0.03694023665
292	0.03691059445
293	0.03685743185
294	0.03682150055
295	0.03673015207
296	0.03667410851
297	0.03663690305
298	0.03656198053
299	0.03647806886
